,Epoch,Loss Type,Loss Value
8279,6.758730159,G_loss,1.0757
2129,6.761904762,D_loss,1.4555
8280,6.761904762,G_loss,0.6391
2130,6.765079365,D_loss,1.2568
8281,6.765079365,G_loss,1.0368
2131,6.768253968,D_loss,1.1204
8282,6.768253968,G_loss,0.9406
2132,6.771428571,D_loss,1.2706
8283,6.771428571,G_loss,0.8553
2133,6.774603175,D_loss,1.1642
8284,6.774603175,G_loss,0.9015
2134,6.777777778,D_loss,1.4657
8285,6.777777778,G_loss,0.7758
2135,6.780952381,D_loss,1.1263
8286,6.780952381,G_loss,0.9823
2136,6.784126984,D_loss,1.216
8287,6.784126984,G_loss,0.9252
2137,6.787301587,D_loss,1.2172
8288,6.787301587,G_loss,0.9648
2138,6.79047619,D_loss,2.1363
8289,6.79047619,G_loss,0.6867
2139,6.793650794,D_loss,1.6294
8290,6.793650794,G_loss,0.7627
2140,6.796825397,D_loss,1.0689
8291,6.796825397,G_loss,1.0379
2141,6.8,D_loss,1.1567
8292,6.8,G_loss,0.8685
2142,6.803174603,D_loss,1.3634
8293,6.803174603,G_loss,0.8099
2143,6.806349206,D_loss,1.1976
8294,6.806349206,G_loss,1.0289
2144,6.80952381,D_loss,1.7976
8295,6.80952381,G_loss,0.8149
2145,6.812698413,D_loss,1.412
8296,6.812698413,G_loss,0.7329
2146,6.815873016,D_loss,1.2811
8297,6.815873016,G_loss,0.819
2147,6.819047619,D_loss,1.5602
8298,6.819047619,G_loss,0.7024
2148,6.822222222,D_loss,1.3785
8299,6.822222222,G_loss,1.0553
2149,6.825396825,D_loss,1.2804
8300,6.825396825,G_loss,1.0041
2150,6.828571429,D_loss,1.199
8301,6.828571429,G_loss,1.0956
2151,6.831746032,D_loss,1.6315
8302,6.831746032,G_loss,0.711
2152,6.834920635,D_loss,1.09
8303,6.834920635,G_loss,1.0501
2153,6.838095238,D_loss,1.1624
8304,6.838095238,G_loss,1.1023
2154,6.841269841,D_loss,1.5818
8305,6.841269841,G_loss,0.6988
2155,6.844444444,D_loss,1.5406
8306,6.844444444,G_loss,0.6618
2156,6.847619048,D_loss,1.323
8307,6.847619048,G_loss,1.2302
2157,6.850793651,D_loss,1.1547
8308,6.850793651,G_loss,0.8875
2158,6.853968254,D_loss,1.3794
8309,6.853968254,G_loss,0.8454
2159,6.857142857,D_loss,1.571
8310,6.857142857,G_loss,0.6857
2160,6.86031746,D_loss,1.4746
8311,6.86031746,G_loss,0.7972
2161,6.863492063,D_loss,1.1857
8312,6.863492063,G_loss,1.2085
2162,6.866666667,D_loss,1.0069
8313,6.866666667,G_loss,1.3735
2163,6.86984127,D_loss,1.4702
8314,6.86984127,G_loss,0.8061
2164,6.873015873,D_loss,1.2727
8315,6.873015873,G_loss,1.009
2165,6.876190476,D_loss,1.344
8316,6.876190476,G_loss,0.7697
2166,6.879365079,D_loss,1.2818
8317,6.879365079,G_loss,0.8895
2167,6.882539683,D_loss,1.5239
8318,6.882539683,G_loss,0.7928
2168,6.885714286,D_loss,1.096
8319,6.885714286,G_loss,1.1251
2169,6.888888889,D_loss,1.713
8320,6.888888889,G_loss,0.8249
2170,6.892063492,D_loss,1.2735
8321,6.892063492,G_loss,0.9247
2171,6.895238095,D_loss,1.4341
8322,6.895238095,G_loss,1.0197
2172,6.898412698,D_loss,1.2729
8323,6.898412698,G_loss,0.945
2173,6.901587302,D_loss,1.3729
8324,6.901587302,G_loss,0.8753
2174,6.904761905,D_loss,1.2667
8325,6.904761905,G_loss,0.9013
2175,6.907936508,D_loss,1.1355
8326,6.907936508,G_loss,1.0755
2176,6.911111111,D_loss,1.4775
8327,6.911111111,G_loss,0.6688
2177,6.914285714,D_loss,1.4608
8328,6.914285714,G_loss,0.7185
2178,6.917460317,D_loss,1.3528
8329,6.917460317,G_loss,0.7646
2179,6.920634921,D_loss,1.2766
8330,6.920634921,G_loss,1.0049
2180,6.923809524,D_loss,1.7454
8331,6.923809524,G_loss,0.6297
2181,6.926984127,D_loss,1.2394
8332,6.926984127,G_loss,0.8965
2182,6.93015873,D_loss,1.3309
8333,6.93015873,G_loss,0.9415
2183,6.933333333,D_loss,1.3101
8334,6.933333333,G_loss,0.9416
2184,6.936507937,D_loss,1.0044
8335,6.936507937,G_loss,1.37
2185,6.93968254,D_loss,1.7645
8336,6.93968254,G_loss,0.6856
2186,6.942857143,D_loss,1.4291
8337,6.942857143,G_loss,0.9873
2187,6.946031746,D_loss,1.3032
8338,6.946031746,G_loss,0.8709
2188,6.949206349,D_loss,1.5738
8339,6.949206349,G_loss,0.8206
2189,6.952380952,D_loss,1.1528
8340,6.952380952,G_loss,1.0257
2190,6.955555556,D_loss,1.4037
8341,6.955555556,G_loss,0.8198
2191,6.958730159,D_loss,1.0295
8342,6.958730159,G_loss,1.0601
2192,6.961904762,D_loss,1.2018
8343,6.961904762,G_loss,0.9732
2193,6.965079365,D_loss,1.2324
8344,6.965079365,G_loss,1.0334
2194,6.968253968,D_loss,1.5911
8345,6.968253968,G_loss,0.599
2195,6.971428571,D_loss,1.5503
8346,6.971428571,G_loss,0.7491
2196,6.974603175,D_loss,1.1923
8347,6.974603175,G_loss,1.1512
2197,6.977777778,D_loss,1.4669
8348,6.977777778,G_loss,0.8077
2198,6.980952381,D_loss,1.1783
8349,6.980952381,G_loss,0.9209
2199,6.984126984,D_loss,1.603
8350,6.984126984,G_loss,0.7077
2200,6.987301587,D_loss,1.2596
8351,6.987301587,G_loss,0.8114
2201,6.99047619,D_loss,1.0919
8352,6.99047619,G_loss,1.0247
2202,6.993650794,D_loss,1.3591
8353,6.993650794,G_loss,1.0153
2203,6.996825397,D_loss,1.2561
8354,6.996825397,G_loss,1.1432
2204,7,D_loss,1.33
8355,7,G_loss,1.1447
2205,7.003174603,D_loss,0.8714
8356,7.003174603,G_loss,1.3525
2206,7.006349206,D_loss,1.3615
8357,7.006349206,G_loss,1.076
2207,7.00952381,D_loss,1.4775
8358,7.00952381,G_loss,0.7197
2208,7.012698413,D_loss,1.1461
8359,7.012698413,G_loss,1.0619
2209,7.015873016,D_loss,1.3462
8360,7.015873016,G_loss,0.9144
2210,7.019047619,D_loss,1.2258
8361,7.019047619,G_loss,0.9588
2211,7.022222222,D_loss,1.832
8362,7.022222222,G_loss,0.6867
2212,7.025396825,D_loss,1.1114
8363,7.025396825,G_loss,1.0931
2213,7.028571429,D_loss,0.8861
8364,7.028571429,G_loss,1.0465
2214,7.031746032,D_loss,1.049
8365,7.031746032,G_loss,1.2045
2215,7.034920635,D_loss,1.4141
8366,7.034920635,G_loss,0.9197
2216,7.038095238,D_loss,1.0006
8367,7.038095238,G_loss,1.2187
2217,7.041269841,D_loss,1.2791
8368,7.041269841,G_loss,0.9651
2218,7.044444444,D_loss,1.0699
8369,7.044444444,G_loss,0.9868
2219,7.047619048,D_loss,1.5238
8370,7.047619048,G_loss,0.7759
2220,7.050793651,D_loss,1.4794
8371,7.050793651,G_loss,0.8921
2221,7.053968254,D_loss,1.4917
8372,7.053968254,G_loss,0.9014
2222,7.057142857,D_loss,1.4348
8373,7.057142857,G_loss,0.8906
2223,7.06031746,D_loss,1.6447
8374,7.06031746,G_loss,0.7611
2224,7.063492063,D_loss,1.3553
8375,7.063492063,G_loss,0.8738
2225,7.066666667,D_loss,1.2891
8376,7.066666667,G_loss,0.7827
2226,7.06984127,D_loss,1.2962
8377,7.06984127,G_loss,0.8785
2227,7.073015873,D_loss,1.1404
8378,7.073015873,G_loss,1.1458
2228,7.076190476,D_loss,1.0666
8379,7.076190476,G_loss,1.291
2229,7.079365079,D_loss,1.1127
8380,7.079365079,G_loss,1.0158
2230,7.082539683,D_loss,1.4076
8381,7.082539683,G_loss,0.757
2231,7.085714286,D_loss,0.959
8382,7.085714286,G_loss,1.1362
2232,7.088888889,D_loss,1.4073
8383,7.088888889,G_loss,0.7197
2233,7.092063492,D_loss,1.7099
8384,7.092063492,G_loss,0.8653
2234,7.095238095,D_loss,1.3521
8385,7.095238095,G_loss,0.8264
2235,7.098412698,D_loss,1.225
8386,7.098412698,G_loss,1.0337
2236,7.101587302,D_loss,1.775
8387,7.101587302,G_loss,0.7177
2237,7.104761905,D_loss,1.0305
8388,7.104761905,G_loss,1.0358
2238,7.107936508,D_loss,1.604
8389,7.107936508,G_loss,0.697
2239,7.111111111,D_loss,1.3204
8390,7.111111111,G_loss,0.8222
2240,7.114285714,D_loss,1.3515
8391,7.114285714,G_loss,0.8372
2241,7.117460317,D_loss,1.2981
8392,7.117460317,G_loss,0.8728
2242,7.120634921,D_loss,1.3461
8393,7.120634921,G_loss,0.8872
2243,7.123809524,D_loss,1.5358
8394,7.123809524,G_loss,0.8243
2244,7.126984127,D_loss,1.4719
8395,7.126984127,G_loss,1.0326
2245,7.13015873,D_loss,1.5537
8396,7.13015873,G_loss,0.7808
2246,7.133333333,D_loss,1.3877
8397,7.133333333,G_loss,1.0263
2247,7.136507937,D_loss,1.4245
8398,7.136507937,G_loss,0.8982
2248,7.13968254,D_loss,1.304
8399,7.13968254,G_loss,0.9775
2249,7.142857143,D_loss,1.2571
8400,7.142857143,G_loss,0.8453
2250,7.146031746,D_loss,1.5192
8401,7.146031746,G_loss,0.7943
2251,7.149206349,D_loss,1.1056
8402,7.149206349,G_loss,1.2648
2252,7.152380952,D_loss,1.0922
8403,7.152380952,G_loss,1.0401
2253,7.155555556,D_loss,0.8458
8404,7.155555556,G_loss,1.3646
2254,7.158730159,D_loss,1.4026
8405,7.158730159,G_loss,0.926
2255,7.161904762,D_loss,1.3768
8406,7.161904762,G_loss,0.6965
2256,7.165079365,D_loss,1.2002
8407,7.165079365,G_loss,1.049
2257,7.168253968,D_loss,1.1052
8408,7.168253968,G_loss,1.0572
2258,7.171428571,D_loss,1.4835
8409,7.171428571,G_loss,0.8093
2259,7.174603175,D_loss,1.3064
8410,7.174603175,G_loss,0.9341
2260,7.177777778,D_loss,1.3591
8411,7.177777778,G_loss,1.0255
2261,7.180952381,D_loss,1.5065
8412,7.180952381,G_loss,0.6572
2262,7.184126984,D_loss,1.3188
8413,7.184126984,G_loss,0.8429
2263,7.187301587,D_loss,1.262
8414,7.187301587,G_loss,0.9098
2264,7.19047619,D_loss,1.3267
8415,7.19047619,G_loss,0.8698
2265,7.193650794,D_loss,1.6333
8416,7.193650794,G_loss,0.6873
2266,7.196825397,D_loss,1.0962
8417,7.196825397,G_loss,0.986
2267,7.2,D_loss,1.2424
8418,7.2,G_loss,0.7607
2268,7.203174603,D_loss,1.2582
8419,7.203174603,G_loss,0.7813
2269,7.206349206,D_loss,1.5238
8420,7.206349206,G_loss,0.844
2270,7.20952381,D_loss,1.3095
8421,7.20952381,G_loss,0.9897
2271,7.212698413,D_loss,1.1682
8422,7.212698413,G_loss,0.9446
2272,7.215873016,D_loss,1.1616
8423,7.215873016,G_loss,1.0609
2273,7.219047619,D_loss,0.9996
8424,7.219047619,G_loss,1.2375
2274,7.222222222,D_loss,1.0762
8425,7.222222222,G_loss,0.8862
2275,7.225396825,D_loss,1.4856
8426,7.225396825,G_loss,0.8228
2276,7.228571429,D_loss,1.4998
8427,7.228571429,G_loss,0.7238
2277,7.231746032,D_loss,1.4986
8428,7.231746032,G_loss,0.7558
2278,7.234920635,D_loss,0.9386
8429,7.234920635,G_loss,1.144
2279,7.238095238,D_loss,1.3105
8430,7.238095238,G_loss,0.7332
2280,7.241269841,D_loss,1.8835
8431,7.241269841,G_loss,0.6935
2281,7.244444444,D_loss,0.9107
8432,7.244444444,G_loss,1.2307
2282,7.247619048,D_loss,0.8657
8433,7.247619048,G_loss,1.4302
2283,7.250793651,D_loss,1.1646
8434,7.250793651,G_loss,1.0766
2284,7.253968254,D_loss,1.458
8435,7.253968254,G_loss,0.832
2285,7.257142857,D_loss,1.5568
8436,7.257142857,G_loss,0.7686
2286,7.26031746,D_loss,1.5016
8437,7.26031746,G_loss,1.0161
2287,7.263492063,D_loss,0.9923
8438,7.263492063,G_loss,1.2342
2288,7.266666667,D_loss,1.2353
8439,7.266666667,G_loss,1.111
2289,7.26984127,D_loss,2.0173
8440,7.26984127,G_loss,0.5942
2290,7.273015873,D_loss,1.174
8441,7.273015873,G_loss,1.0002
2291,7.276190476,D_loss,1.646
8442,7.276190476,G_loss,0.769
2292,7.279365079,D_loss,1.1478
8443,7.279365079,G_loss,0.7044
2293,7.282539683,D_loss,1.5705
8444,7.282539683,G_loss,1.0649
2294,7.285714286,D_loss,1.3712
8445,7.285714286,G_loss,0.9936
2295,7.288888889,D_loss,1.7065
8446,7.288888889,G_loss,0.9323
2296,7.292063492,D_loss,1.091
8447,7.292063492,G_loss,1.0659
2297,7.295238095,D_loss,1.262
8448,7.295238095,G_loss,0.9266
2298,7.298412698,D_loss,1.7018
8449,7.298412698,G_loss,0.7787
2299,7.301587302,D_loss,1.6733
8450,7.301587302,G_loss,0.9318
2300,7.304761905,D_loss,1.0499
8451,7.304761905,G_loss,1.2443
2301,7.307936508,D_loss,1.1856
8452,7.307936508,G_loss,1.035
2302,7.311111111,D_loss,1.3216
8453,7.311111111,G_loss,0.9741
2303,7.314285714,D_loss,1.19
8454,7.314285714,G_loss,1.0404
2304,7.317460317,D_loss,1.2212
8455,7.317460317,G_loss,1.116
2305,7.320634921,D_loss,1.1859
8456,7.320634921,G_loss,1.1314
2306,7.323809524,D_loss,1.2679
8457,7.323809524,G_loss,0.9952
2307,7.326984127,D_loss,1.2562
8458,7.326984127,G_loss,0.8928
2308,7.33015873,D_loss,1.252
8459,7.33015873,G_loss,1.0398
2309,7.333333333,D_loss,1.1727
8460,7.333333333,G_loss,0.8691
2310,7.336507937,D_loss,1.5734
8461,7.336507937,G_loss,0.7155
2311,7.33968254,D_loss,1.56
8462,7.33968254,G_loss,0.7965
2312,7.342857143,D_loss,1.1844
8463,7.342857143,G_loss,1.1869
2313,7.346031746,D_loss,1.4411
8464,7.346031746,G_loss,0.8409
2314,7.349206349,D_loss,1.198
8465,7.349206349,G_loss,0.9997
2315,7.352380952,D_loss,1.09
8466,7.352380952,G_loss,1.2671
2316,7.355555556,D_loss,1.3539
8467,7.355555556,G_loss,0.7504
2317,7.358730159,D_loss,1.5001
8468,7.358730159,G_loss,0.9361
2318,7.361904762,D_loss,1.3503
8469,7.361904762,G_loss,0.8456
2319,7.365079365,D_loss,1.4812
8470,7.365079365,G_loss,0.7858
2320,7.368253968,D_loss,1.2547
8471,7.368253968,G_loss,0.844
2321,7.371428571,D_loss,1.1182
8472,7.371428571,G_loss,0.9664
2322,7.374603175,D_loss,1.4286
8473,7.374603175,G_loss,0.8428
2323,7.377777778,D_loss,1.4155
8474,7.377777778,G_loss,0.8387
2324,7.380952381,D_loss,1.0842
8475,7.380952381,G_loss,1.0069
2325,7.384126984,D_loss,1.549
8476,7.384126984,G_loss,0.7519
2326,7.387301587,D_loss,1.2015
8477,7.387301587,G_loss,0.9238
2327,7.39047619,D_loss,1.1769
8478,7.39047619,G_loss,0.8958
2328,7.393650794,D_loss,1.4884
8479,7.393650794,G_loss,0.9173
2329,7.396825397,D_loss,1.4643
8480,7.396825397,G_loss,0.7536
2330,7.4,D_loss,1.3364
8481,7.4,G_loss,0.8391
2331,7.403174603,D_loss,1.4646
8482,7.403174603,G_loss,0.735
2332,7.406349206,D_loss,0.9941
8483,7.406349206,G_loss,1.2318
2333,7.40952381,D_loss,1.1414
8484,7.40952381,G_loss,1.0698
2334,7.412698413,D_loss,1.5933
8485,7.412698413,G_loss,0.9232
2335,7.415873016,D_loss,1.538
8486,7.415873016,G_loss,0.7242
2336,7.419047619,D_loss,1.2894
8487,7.419047619,G_loss,0.8866
2337,7.422222222,D_loss,1.5039
8488,7.422222222,G_loss,0.704
2338,7.425396825,D_loss,1.8825
8489,7.425396825,G_loss,0.5486
2339,7.428571429,D_loss,1.3485
8490,7.428571429,G_loss,0.804
2340,7.431746032,D_loss,1.608
8491,7.431746032,G_loss,0.7228
2341,7.434920635,D_loss,1.1483
8492,7.434920635,G_loss,1.0203
2342,7.438095238,D_loss,1.2929
8493,7.438095238,G_loss,0.8451
2343,7.441269841,D_loss,1.147
8494,7.441269841,G_loss,1.0184
2344,7.444444444,D_loss,1.3658
8495,7.444444444,G_loss,0.9619
2345,7.447619048,D_loss,1.2863
8496,7.447619048,G_loss,0.8452
2346,7.450793651,D_loss,1.235
8497,7.450793651,G_loss,0.8221
2347,7.453968254,D_loss,1.2399
8498,7.453968254,G_loss,0.9479
2348,7.457142857,D_loss,1.3953
8499,7.457142857,G_loss,0.7571
2349,7.46031746,D_loss,0.9065
8500,7.46031746,G_loss,1.1746
2350,7.463492063,D_loss,1.4275
8501,7.463492063,G_loss,1.1392
2351,7.466666667,D_loss,1.4599
8502,7.466666667,G_loss,0.9541
2352,7.46984127,D_loss,1.393
8503,7.46984127,G_loss,0.7316
2353,7.473015873,D_loss,1.3272
8504,7.473015873,G_loss,0.8867
2354,7.476190476,D_loss,1.194
8505,7.476190476,G_loss,0.9817
2355,7.479365079,D_loss,1.3872
8506,7.479365079,G_loss,0.6855
2356,7.482539683,D_loss,1.3335
8507,7.482539683,G_loss,0.9034
2357,7.485714286,D_loss,1.0822
8508,7.485714286,G_loss,1.2131
2358,7.488888889,D_loss,1.2176
8509,7.488888889,G_loss,0.8268
2359,7.492063492,D_loss,1.2673
8510,7.492063492,G_loss,1.071
2360,7.495238095,D_loss,1.0067
8511,7.495238095,G_loss,1.0348
2361,7.498412698,D_loss,1.5455
8512,7.498412698,G_loss,0.7083
2362,7.501587302,D_loss,1.2283
8513,7.501587302,G_loss,0.9142
2363,7.504761905,D_loss,1.4379
8514,7.504761905,G_loss,0.8521
2364,7.507936508,D_loss,1.0428
8515,7.507936508,G_loss,1.2548
2365,7.511111111,D_loss,1.1388
8516,7.511111111,G_loss,0.9951
2366,7.514285714,D_loss,1.5067
8517,7.514285714,G_loss,0.7551
2367,7.517460317,D_loss,1.2661
8518,7.517460317,G_loss,0.9399
2368,7.520634921,D_loss,1.1087
8519,7.520634921,G_loss,1.1453
2369,7.523809524,D_loss,1.4488
8520,7.523809524,G_loss,0.7246
2370,7.526984127,D_loss,1.2657
8521,7.526984127,G_loss,0.9176
2371,7.53015873,D_loss,1.2794
8522,7.53015873,G_loss,1.1105
2372,7.533333333,D_loss,1.3485
8523,7.533333333,G_loss,0.8354
2373,7.536507937,D_loss,1.1397
8524,7.536507937,G_loss,0.9803
2374,7.53968254,D_loss,1.2158
8525,7.53968254,G_loss,0.9553
2375,7.542857143,D_loss,1.4833
8526,7.542857143,G_loss,0.8451
2376,7.546031746,D_loss,1.2951
8527,7.546031746,G_loss,0.9462
2377,7.549206349,D_loss,0.9115
8528,7.549206349,G_loss,1.308
2378,7.552380952,D_loss,1.2488
8529,7.552380952,G_loss,0.9009
2379,7.555555556,D_loss,1.4709
8530,7.555555556,G_loss,0.928
2380,7.558730159,D_loss,1.3786
8531,7.558730159,G_loss,1.0142
2381,7.561904762,D_loss,1.3617
8532,7.561904762,G_loss,1.0565
2382,7.565079365,D_loss,1.6395
8533,7.565079365,G_loss,0.7905
2383,7.568253968,D_loss,1.0397
8534,7.568253968,G_loss,0.8109
2384,7.571428571,D_loss,1.5817
8535,7.571428571,G_loss,0.7293
2385,7.574603175,D_loss,1.3904
8536,7.574603175,G_loss,1.0623
2386,7.577777778,D_loss,1.3722
8537,7.577777778,G_loss,0.9083
2387,7.580952381,D_loss,1.5571
8538,7.580952381,G_loss,0.787
2388,7.584126984,D_loss,1.1767
8539,7.584126984,G_loss,1.0106
2389,7.587301587,D_loss,1.0524
8540,7.587301587,G_loss,1.1024
2390,7.59047619,D_loss,1.1529
8541,7.59047619,G_loss,0.9338
2391,7.593650794,D_loss,1.2292
8542,7.593650794,G_loss,1.1167
2392,7.596825397,D_loss,1.4692
8543,7.596825397,G_loss,0.8659
2393,7.6,D_loss,1.1329
8544,7.6,G_loss,0.9474
2394,7.603174603,D_loss,1.3938
8545,7.603174603,G_loss,0.9276
2395,7.606349206,D_loss,1.798
8546,7.606349206,G_loss,0.6718
2396,7.60952381,D_loss,1.5095
8547,7.60952381,G_loss,0.7734
2397,7.612698413,D_loss,1.1291
8548,7.612698413,G_loss,1.0316
2398,7.615873016,D_loss,1.2762
8549,7.615873016,G_loss,0.926
2399,7.619047619,D_loss,1.3312
8550,7.619047619,G_loss,0.8397
2400,7.622222222,D_loss,1.1041
8551,7.622222222,G_loss,0.9919
2401,7.625396825,D_loss,1.1213
8552,7.625396825,G_loss,0.9912
2402,7.628571429,D_loss,1.2893
8553,7.628571429,G_loss,0.9766
2403,7.631746032,D_loss,1.1572
8554,7.631746032,G_loss,1.0357
2404,7.634920635,D_loss,1.3267
8555,7.634920635,G_loss,1.1095
2405,7.638095238,D_loss,0.9476
8556,7.638095238,G_loss,1.2436
2406,7.641269841,D_loss,1.4197
8557,7.641269841,G_loss,0.9335
2407,7.644444444,D_loss,1.4833
8558,7.644444444,G_loss,0.8173
2408,7.647619048,D_loss,1.0848
8559,7.647619048,G_loss,1.0707
2409,7.650793651,D_loss,1.0143
8560,7.650793651,G_loss,1.1697
2410,7.653968254,D_loss,0.9547
8561,7.653968254,G_loss,1.2326
2411,7.657142857,D_loss,1.3527
8562,7.657142857,G_loss,0.8531
2412,7.66031746,D_loss,1.4052
8563,7.66031746,G_loss,0.9181
2413,7.663492063,D_loss,1.1803
8564,7.663492063,G_loss,0.9377
2414,7.666666667,D_loss,1.4387
8565,7.666666667,G_loss,0.7928
2415,7.66984127,D_loss,1.1339
8566,7.66984127,G_loss,0.9296
2416,7.673015873,D_loss,1.4314
8567,7.673015873,G_loss,0.7485
2417,7.676190476,D_loss,1.9087
8568,7.676190476,G_loss,0.6026
2418,7.679365079,D_loss,1.4724
8569,7.679365079,G_loss,0.7399
2419,7.682539683,D_loss,1.2678
8570,7.682539683,G_loss,0.9493
2420,7.685714286,D_loss,1.5229
8571,7.685714286,G_loss,0.8979
2421,7.688888889,D_loss,0.9065
8572,7.688888889,G_loss,1.2301
2422,7.692063492,D_loss,1.4027
8573,7.692063492,G_loss,0.8051
2423,7.695238095,D_loss,1.2899
8574,7.695238095,G_loss,0.974
2424,7.698412698,D_loss,1.2304
8575,7.698412698,G_loss,1.122
2425,7.701587302,D_loss,1.3655
8576,7.701587302,G_loss,0.8922
2426,7.704761905,D_loss,1.1322
8577,7.704761905,G_loss,1.004
2427,7.707936508,D_loss,1.2876
8578,7.707936508,G_loss,0.934
2428,7.711111111,D_loss,1.198
8579,7.711111111,G_loss,1.0503
2429,7.714285714,D_loss,1.0571
8580,7.714285714,G_loss,1.0379
2430,7.717460317,D_loss,1.1543
8581,7.717460317,G_loss,0.9766
2431,7.720634921,D_loss,1.3701
8582,7.720634921,G_loss,0.8767
2432,7.723809524,D_loss,1.2929
8583,7.723809524,G_loss,0.7025
2433,7.726984127,D_loss,1.0005
8584,7.726984127,G_loss,1.1964
2434,7.73015873,D_loss,1.4368
8585,7.73015873,G_loss,1.0907
2435,7.733333333,D_loss,1.1068
8586,7.733333333,G_loss,1.059
2436,7.736507937,D_loss,1.3527
8587,7.736507937,G_loss,0.7826
2437,7.73968254,D_loss,1.5572
8588,7.73968254,G_loss,0.9752
2438,7.742857143,D_loss,1.1468
8589,7.742857143,G_loss,0.9978
2439,7.746031746,D_loss,1.1249
8590,7.746031746,G_loss,1.4126
2440,7.749206349,D_loss,1.2918
8591,7.749206349,G_loss,0.96
2441,7.752380952,D_loss,1.64
8592,7.752380952,G_loss,0.8271
2442,7.755555556,D_loss,1.2523
8593,7.755555556,G_loss,1.0623
2443,7.758730159,D_loss,1.7041
8594,7.758730159,G_loss,0.6512
2444,7.761904762,D_loss,1.2267
8595,7.761904762,G_loss,0.9358
2445,7.765079365,D_loss,1.0789
8596,7.765079365,G_loss,1.1981
2446,7.768253968,D_loss,1.2838
8597,7.768253968,G_loss,1.0805
2447,7.771428571,D_loss,1.29
8598,7.771428571,G_loss,0.7767
2448,7.774603175,D_loss,1.5813
8599,7.774603175,G_loss,0.954
2449,7.777777778,D_loss,1.0058
8600,7.777777778,G_loss,1.5581
2450,7.780952381,D_loss,1.4755
8601,7.780952381,G_loss,0.8172
2451,7.784126984,D_loss,1.2186
8602,7.784126984,G_loss,1.1062
2452,7.787301587,D_loss,1.3703
8603,7.787301587,G_loss,0.8095
2453,7.79047619,D_loss,1.258
8604,7.79047619,G_loss,0.9331
2454,7.793650794,D_loss,0.9517
8605,7.793650794,G_loss,1.145
2455,7.796825397,D_loss,1.5848
8606,7.796825397,G_loss,0.8146
2456,7.8,D_loss,1.4922
8607,7.8,G_loss,0.6861
2457,7.803174603,D_loss,1.092
8608,7.803174603,G_loss,0.954
2458,7.806349206,D_loss,1.2331
8609,7.806349206,G_loss,0.8835
2459,7.80952381,D_loss,1.4047
8610,7.80952381,G_loss,0.8373
2460,7.812698413,D_loss,1.522
8611,7.812698413,G_loss,0.6684
2461,7.815873016,D_loss,1.2422
8612,7.815873016,G_loss,0.9221
2462,7.819047619,D_loss,1.3227
8613,7.819047619,G_loss,0.9907
2463,7.822222222,D_loss,1.5796
8614,7.822222222,G_loss,0.8615
2464,7.825396825,D_loss,1.2364
8615,7.825396825,G_loss,0.8801
2465,7.828571429,D_loss,1.5592
8616,7.828571429,G_loss,0.8549
2466,7.831746032,D_loss,1.4425
8617,7.831746032,G_loss,0.7126
2467,7.834920635,D_loss,1.48
8618,7.834920635,G_loss,1.01
2468,7.838095238,D_loss,1.0993
8619,7.838095238,G_loss,0.958
2469,7.841269841,D_loss,1.2402
8620,7.841269841,G_loss,1.0028
2470,7.844444444,D_loss,1.4197
8621,7.844444444,G_loss,0.8327
2471,7.847619048,D_loss,1.0422
8622,7.847619048,G_loss,1.1426
2472,7.850793651,D_loss,1.5541
8623,7.850793651,G_loss,0.7712
2473,7.853968254,D_loss,1.4371
8624,7.853968254,G_loss,0.7476
2474,7.857142857,D_loss,1.185
8625,7.857142857,G_loss,0.9682
2475,7.86031746,D_loss,1.4489
8626,7.86031746,G_loss,0.8772
2476,7.863492063,D_loss,1.4607
8627,7.863492063,G_loss,0.9692
2477,7.866666667,D_loss,1.3298
8628,7.866666667,G_loss,0.876
2478,7.86984127,D_loss,1.5279
8629,7.86984127,G_loss,0.8802
2479,7.873015873,D_loss,1.2124
8630,7.873015873,G_loss,1.0546
2480,7.876190476,D_loss,1.268
8631,7.876190476,G_loss,0.8842
2481,7.879365079,D_loss,1.3411
8632,7.879365079,G_loss,0.8342
2482,7.882539683,D_loss,1.3609
8633,7.882539683,G_loss,0.8368
2483,7.885714286,D_loss,1.4339
8634,7.885714286,G_loss,0.7882
2484,7.888888889,D_loss,1.035
8635,7.888888889,G_loss,1.1087
2485,7.892063492,D_loss,1.394
8636,7.892063492,G_loss,0.907
2486,7.895238095,D_loss,1.3881
8637,7.895238095,G_loss,0.9245
2487,7.898412698,D_loss,1.4696
8638,7.898412698,G_loss,0.901
2488,7.901587302,D_loss,1.6585
8639,7.901587302,G_loss,0.6331
2489,7.904761905,D_loss,2.1033
8640,7.904761905,G_loss,0.5574
2490,7.907936508,D_loss,1.3526
8641,7.907936508,G_loss,0.7397
2491,7.911111111,D_loss,1.1361
8642,7.911111111,G_loss,1.1066
2492,7.914285714,D_loss,1.2664
8643,7.914285714,G_loss,0.8925
2493,7.917460317,D_loss,1.1508
8644,7.917460317,G_loss,1.0757
2494,7.920634921,D_loss,1.2501
8645,7.920634921,G_loss,0.9768
2495,7.923809524,D_loss,1.1751
8646,7.923809524,G_loss,1.1696
2496,7.926984127,D_loss,1.0487
8647,7.926984127,G_loss,1.253
2497,7.93015873,D_loss,1.4394
8648,7.93015873,G_loss,0.8552
2498,7.933333333,D_loss,1.2089
8649,7.933333333,G_loss,0.9708
2499,7.936507937,D_loss,1.2574
