,Epoch,Loss Type,Loss Value
750,2.384126984,D_loss,1.0446
6901,2.384126984,G_loss,1.2329
751,2.387301587,D_loss,1.5414
6902,2.387301587,G_loss,0.8536
752,2.39047619,D_loss,0.8856
6903,2.39047619,G_loss,1.4531
753,2.393650794,D_loss,1.0986
6904,2.393650794,G_loss,0.8648
754,2.396825397,D_loss,1.7808
6905,2.396825397,G_loss,0.8923
755,2.4,D_loss,1.256
6906,2.4,G_loss,1.4949
756,2.403174603,D_loss,1.1812
6907,2.403174603,G_loss,1.3488
757,2.406349206,D_loss,1.4459
6908,2.406349206,G_loss,0.807
758,2.40952381,D_loss,1.1943
6909,2.40952381,G_loss,1.2564
759,2.412698413,D_loss,1.5281
6910,2.412698413,G_loss,0.9703
760,2.415873016,D_loss,1.7571
6911,2.415873016,G_loss,1.0729
761,2.419047619,D_loss,1.2785
6912,2.419047619,G_loss,1.5773
762,2.422222222,D_loss,1.168
6913,2.422222222,G_loss,1.2738
763,2.425396825,D_loss,1.5839
6914,2.425396825,G_loss,0.6983
764,2.428571429,D_loss,0.9901
6915,2.428571429,G_loss,1.3133
765,2.431746032,D_loss,1.0032
6916,2.431746032,G_loss,1.2506
766,2.434920635,D_loss,1.4638
6917,2.434920635,G_loss,0.8469
767,2.438095238,D_loss,1.8577
6918,2.438095238,G_loss,0.6579
768,2.441269841,D_loss,1.5582
6919,2.441269841,G_loss,0.8934
769,2.444444444,D_loss,1.0411
6920,2.444444444,G_loss,1.1723
770,2.447619048,D_loss,1.988
6921,2.447619048,G_loss,0.5775
771,2.450793651,D_loss,1.3534
6922,2.450793651,G_loss,0.9207
772,2.453968254,D_loss,1.2462
6923,2.453968254,G_loss,1.127
773,2.457142857,D_loss,1.4282
6924,2.457142857,G_loss,0.8454
774,2.46031746,D_loss,0.7631
6925,2.46031746,G_loss,1.5478
775,2.463492063,D_loss,1.7427
6926,2.463492063,G_loss,0.8087
776,2.466666667,D_loss,0.9722
6927,2.466666667,G_loss,1.3684
777,2.46984127,D_loss,0.7528
6928,2.46984127,G_loss,1.4435
778,2.473015873,D_loss,0.8904
6929,2.473015873,G_loss,1.3528
779,2.476190476,D_loss,1.0033
6930,2.476190476,G_loss,1.4974
780,2.479365079,D_loss,1.5522
6931,2.479365079,G_loss,0.8317
781,2.482539683,D_loss,0.9751
6932,2.482539683,G_loss,1.4061
782,2.485714286,D_loss,1.4121
6933,2.485714286,G_loss,0.8915
783,2.488888889,D_loss,1.2678
6934,2.488888889,G_loss,1.0085
784,2.492063492,D_loss,1.2283
6935,2.492063492,G_loss,1.1919
785,2.495238095,D_loss,1.7871
6936,2.495238095,G_loss,0.9181
786,2.498412698,D_loss,1.4578
6937,2.498412698,G_loss,0.8719
787,2.501587302,D_loss,1.0325
6938,2.501587302,G_loss,1.6737
788,2.504761905,D_loss,1.3004
6939,2.504761905,G_loss,1.0956
789,2.507936508,D_loss,1.6634
6940,2.507936508,G_loss,0.8282
790,2.511111111,D_loss,1.432
6941,2.511111111,G_loss,1.0506
791,2.514285714,D_loss,1.2028
6942,2.514285714,G_loss,1.2519
792,2.517460317,D_loss,1.6928
6943,2.517460317,G_loss,0.8904
793,2.520634921,D_loss,1.458
6944,2.520634921,G_loss,0.9673
794,2.523809524,D_loss,1.4053
6945,2.523809524,G_loss,0.9626
795,2.526984127,D_loss,1.6466
6946,2.526984127,G_loss,0.9401
796,2.53015873,D_loss,1.2674
6947,2.53015873,G_loss,1.2349
797,2.533333333,D_loss,1.6143
6948,2.533333333,G_loss,0.9892
798,2.536507937,D_loss,1.6586
6949,2.536507937,G_loss,0.8232
799,2.53968254,D_loss,1.2635
6950,2.53968254,G_loss,1.0557
800,2.542857143,D_loss,1.0156
6951,2.542857143,G_loss,1.0406
801,2.546031746,D_loss,1.3937
6952,2.546031746,G_loss,1.1538
802,2.549206349,D_loss,1.5874
6953,2.549206349,G_loss,0.842
803,2.552380952,D_loss,1.2563
6954,2.552380952,G_loss,1.0248
804,2.555555556,D_loss,1.2424
6955,2.555555556,G_loss,1.1911
805,2.558730159,D_loss,0.9572
6956,2.558730159,G_loss,1.1502
806,2.561904762,D_loss,1.5373
6957,2.561904762,G_loss,1.0596
807,2.565079365,D_loss,1.1227
6958,2.565079365,G_loss,0.986
808,2.568253968,D_loss,1.2517
6959,2.568253968,G_loss,1.274
809,2.571428571,D_loss,1.3309
6960,2.571428571,G_loss,1.3268
810,2.574603175,D_loss,1.0498
6961,2.574603175,G_loss,1.0441
811,2.577777778,D_loss,1.0897
6962,2.577777778,G_loss,1.1569
812,2.580952381,D_loss,1.4015
6963,2.580952381,G_loss,0.7123
813,2.584126984,D_loss,1.2645
6964,2.584126984,G_loss,1.287
814,2.587301587,D_loss,1.1885
6965,2.587301587,G_loss,1.2132
815,2.59047619,D_loss,1.3522
6966,2.59047619,G_loss,1.0196
816,2.593650794,D_loss,1.4249
6967,2.593650794,G_loss,0.8709
817,2.596825397,D_loss,1.1777
6968,2.596825397,G_loss,1.1165
818,2.6,D_loss,1.3504
6969,2.6,G_loss,0.986
819,2.603174603,D_loss,1.3973
6970,2.603174603,G_loss,0.942
820,2.606349206,D_loss,1.0383
6971,2.606349206,G_loss,1.2408
821,2.60952381,D_loss,1.2404
6972,2.60952381,G_loss,1.3928
822,2.612698413,D_loss,1.1379
6973,2.612698413,G_loss,0.9483
823,2.615873016,D_loss,1.2138
6974,2.615873016,G_loss,1.2811
824,2.619047619,D_loss,1.2423
6975,2.619047619,G_loss,1.2596
825,2.622222222,D_loss,1.0557
6976,2.622222222,G_loss,1.6431
826,2.625396825,D_loss,1.3506
6977,2.625396825,G_loss,1.1129
827,2.628571429,D_loss,1.0697
6978,2.628571429,G_loss,1.8699
828,2.631746032,D_loss,1.2738
6979,2.631746032,G_loss,1.1608
829,2.634920635,D_loss,1.3248
6980,2.634920635,G_loss,1.0577
830,2.638095238,D_loss,1.5136
6981,2.638095238,G_loss,1.0069
831,2.641269841,D_loss,1.3487
6982,2.641269841,G_loss,0.9829
832,2.644444444,D_loss,1.511
6983,2.644444444,G_loss,0.8118
833,2.647619048,D_loss,1.3585
6984,2.647619048,G_loss,1.0115
834,2.650793651,D_loss,1.1749
6985,2.650793651,G_loss,1.1321
835,2.653968254,D_loss,1.3664
6986,2.653968254,G_loss,1.3596
836,2.657142857,D_loss,1.1225
6987,2.657142857,G_loss,1.1534
837,2.66031746,D_loss,1.36
6988,2.66031746,G_loss,1.0873
838,2.663492063,D_loss,1.3588
6989,2.663492063,G_loss,1.0796
839,2.666666667,D_loss,1.5164
6990,2.666666667,G_loss,0.982
840,2.66984127,D_loss,1.0486
6991,2.66984127,G_loss,1.4045
841,2.673015873,D_loss,1.3436
6992,2.673015873,G_loss,0.9551
842,2.676190476,D_loss,1.5803
6993,2.676190476,G_loss,1.0454
843,2.679365079,D_loss,0.8656
6994,2.679365079,G_loss,1.4098
844,2.682539683,D_loss,1.7608
6995,2.682539683,G_loss,0.8155
845,2.685714286,D_loss,1.0967
6996,2.685714286,G_loss,1.4015
846,2.688888889,D_loss,1.774
6997,2.688888889,G_loss,1.0381
847,2.692063492,D_loss,1.3295
6998,2.692063492,G_loss,1.4214
848,2.695238095,D_loss,1.5946
6999,2.695238095,G_loss,0.9802
849,2.698412698,D_loss,1.3991
7000,2.698412698,G_loss,0.8825
850,2.701587302,D_loss,1.2629
7001,2.701587302,G_loss,1.0531
851,2.704761905,D_loss,0.9565
7002,2.704761905,G_loss,1.2125
852,2.707936508,D_loss,1.2407
7003,2.707936508,G_loss,1.2652
853,2.711111111,D_loss,1.2687
7004,2.711111111,G_loss,1.0371
854,2.714285714,D_loss,1.1178
7005,2.714285714,G_loss,1.1662
855,2.717460317,D_loss,1.3114
7006,2.717460317,G_loss,1.2136
856,2.720634921,D_loss,1.1946
7007,2.720634921,G_loss,1.069
857,2.723809524,D_loss,1.4626
7008,2.723809524,G_loss,1.1049
858,2.726984127,D_loss,1.0648
7009,2.726984127,G_loss,1.4389
859,2.73015873,D_loss,0.9897
7010,2.73015873,G_loss,1.1867
860,2.733333333,D_loss,1.2335
7011,2.733333333,G_loss,0.9428
861,2.736507937,D_loss,1.5131
7012,2.736507937,G_loss,0.8272
862,2.73968254,D_loss,1.6918
7013,2.73968254,G_loss,0.7171
863,2.742857143,D_loss,1.0036
7014,2.742857143,G_loss,1.2845
864,2.746031746,D_loss,0.8905
7015,2.746031746,G_loss,1.3174
865,2.749206349,D_loss,0.8108
7016,2.749206349,G_loss,1.6827
866,2.752380952,D_loss,1.6401
7017,2.752380952,G_loss,1.2494
867,2.755555556,D_loss,1.0167
7018,2.755555556,G_loss,1.1434
868,2.758730159,D_loss,1.0816
7019,2.758730159,G_loss,1.0266
869,2.761904762,D_loss,1.1225
7020,2.761904762,G_loss,1.1741
870,2.765079365,D_loss,1.0844
7021,2.765079365,G_loss,0.9546
871,2.768253968,D_loss,1.0613
7022,2.768253968,G_loss,1.3984
872,2.771428571,D_loss,1.3949
7023,2.771428571,G_loss,0.7629
873,2.774603175,D_loss,1.4293
7024,2.774603175,G_loss,1.0697
874,2.777777778,D_loss,0.7879
7025,2.777777778,G_loss,1.1155
875,2.780952381,D_loss,1.6816
7026,2.780952381,G_loss,0.9046
876,2.784126984,D_loss,1.6577
7027,2.784126984,G_loss,0.8878
877,2.787301587,D_loss,1.3216
7028,2.787301587,G_loss,1.2643
878,2.79047619,D_loss,1.8389
7029,2.79047619,G_loss,0.684
879,2.793650794,D_loss,1.3968
7030,2.793650794,G_loss,0.9457
880,2.796825397,D_loss,0.9948
7031,2.796825397,G_loss,1.5747
881,2.8,D_loss,1.7139
7032,2.8,G_loss,0.889
882,2.803174603,D_loss,1.3699
7033,2.803174603,G_loss,0.7889
883,2.806349206,D_loss,1.2174
7034,2.806349206,G_loss,1.038
884,2.80952381,D_loss,1.035
7035,2.80952381,G_loss,1.0658
885,2.812698413,D_loss,1.1498
7036,2.812698413,G_loss,1.418
886,2.815873016,D_loss,1.2008
7037,2.815873016,G_loss,0.9561
887,2.819047619,D_loss,1.1684
7038,2.819047619,G_loss,1.3015
888,2.822222222,D_loss,1.7451
7039,2.822222222,G_loss,0.857
889,2.825396825,D_loss,1.0085
7040,2.825396825,G_loss,1.1591
890,2.828571429,D_loss,1.1654
7041,2.828571429,G_loss,1.1401
891,2.831746032,D_loss,2.3589
7042,2.831746032,G_loss,0.674
892,2.834920635,D_loss,1.4271
7043,2.834920635,G_loss,1.0932
893,2.838095238,D_loss,1.1041
7044,2.838095238,G_loss,1.1473
894,2.841269841,D_loss,1.2159
7045,2.841269841,G_loss,1.1089
895,2.844444444,D_loss,1.3649
7046,2.844444444,G_loss,1.0095
896,2.847619048,D_loss,1.277
7047,2.847619048,G_loss,1.362
897,2.850793651,D_loss,1.0676
7048,2.850793651,G_loss,1.0585
898,2.853968254,D_loss,1.9793
7049,2.853968254,G_loss,0.8219
899,2.857142857,D_loss,1.6589
7050,2.857142857,G_loss,0.9634
900,2.86031746,D_loss,1.5608
7051,2.86031746,G_loss,1.0226
901,2.863492063,D_loss,1.1039
7052,2.863492063,G_loss,1.3037
902,2.866666667,D_loss,1.3381
7053,2.866666667,G_loss,1.0531
903,2.86984127,D_loss,0.6714
7054,2.86984127,G_loss,1.4752
904,2.873015873,D_loss,1.9526
7055,2.873015873,G_loss,0.6616
905,2.876190476,D_loss,1.6268
7056,2.876190476,G_loss,0.832
906,2.879365079,D_loss,1.1599
7057,2.879365079,G_loss,1.0674
907,2.882539683,D_loss,1.4126
7058,2.882539683,G_loss,1.0783
908,2.885714286,D_loss,1.6622
7059,2.885714286,G_loss,1.7866
909,2.888888889,D_loss,1.1612
7060,2.888888889,G_loss,0.9884
910,2.892063492,D_loss,1.0361
7061,2.892063492,G_loss,1.1357
911,2.895238095,D_loss,0.8223
7062,2.895238095,G_loss,1.2552
912,2.898412698,D_loss,1.9615
7063,2.898412698,G_loss,0.9631
913,2.901587302,D_loss,1.9851
7064,2.901587302,G_loss,0.6053
914,2.904761905,D_loss,1.2006
7065,2.904761905,G_loss,1.223
915,2.907936508,D_loss,1.3579
7066,2.907936508,G_loss,0.9669
916,2.911111111,D_loss,1.3392
7067,2.911111111,G_loss,0.9302
917,2.914285714,D_loss,1.4629
7068,2.914285714,G_loss,0.7986
918,2.917460317,D_loss,1.5099
7069,2.917460317,G_loss,0.9639
919,2.920634921,D_loss,1.277
7070,2.920634921,G_loss,0.9212
920,2.923809524,D_loss,0.9485
7071,2.923809524,G_loss,1.1661
921,2.926984127,D_loss,1.5432
7072,2.926984127,G_loss,0.8626
922,2.93015873,D_loss,1.2279
7073,2.93015873,G_loss,0.9126
923,2.933333333,D_loss,1.3347
7074,2.933333333,G_loss,0.9864
924,2.936507937,D_loss,0.9649
7075,2.936507937,G_loss,1.4678
925,2.93968254,D_loss,1.4472
7076,2.93968254,G_loss,0.7571
926,2.942857143,D_loss,1.2209
7077,2.942857143,G_loss,1.1586
927,2.946031746,D_loss,0.9929
7078,2.946031746,G_loss,1.164
928,2.949206349,D_loss,1.3379
7079,2.949206349,G_loss,0.976
929,2.952380952,D_loss,0.9773
7080,2.952380952,G_loss,1.1223
930,2.955555556,D_loss,1.1719
7081,2.955555556,G_loss,1.2776
931,2.958730159,D_loss,1.23
7082,2.958730159,G_loss,1.1366
932,2.961904762,D_loss,1.2916
7083,2.961904762,G_loss,0.8303
933,2.965079365,D_loss,1.6024
7084,2.965079365,G_loss,0.929
934,2.968253968,D_loss,0.8496
7085,2.968253968,G_loss,1.2024
935,2.971428571,D_loss,1.3006
7086,2.971428571,G_loss,1.1875
936,2.974603175,D_loss,0.9488
7087,2.974603175,G_loss,1.4851
937,2.977777778,D_loss,0.8351
7088,2.977777778,G_loss,1.595
938,2.980952381,D_loss,1.3053
7089,2.980952381,G_loss,1.3955
939,2.984126984,D_loss,1.394
7090,2.984126984,G_loss,1.4789
940,2.987301587,D_loss,1.6205
7091,2.987301587,G_loss,0.7894
941,2.99047619,D_loss,1.6569
7092,2.99047619,G_loss,0.7818
942,2.993650794,D_loss,1.2852
7093,2.993650794,G_loss,1.3694
943,2.996825397,D_loss,1.4905
7094,2.996825397,G_loss,1.2649
944,3,D_loss,1.3234
7095,3,G_loss,1.0254
945,3.003174603,D_loss,0.8757
7096,3.003174603,G_loss,1.6569
946,3.006349206,D_loss,1.1917
7097,3.006349206,G_loss,1.0606
947,3.00952381,D_loss,1.2751
7098,3.00952381,G_loss,1.1281
948,3.012698413,D_loss,1.888
7099,3.012698413,G_loss,0.6551
949,3.015873016,D_loss,1.2525
7100,3.015873016,G_loss,1.1474
950,3.019047619,D_loss,1.1185
7101,3.019047619,G_loss,1.0188
951,3.022222222,D_loss,1.4951
7102,3.022222222,G_loss,0.8445
952,3.025396825,D_loss,1.4134
7103,3.025396825,G_loss,0.9544
953,3.028571429,D_loss,0.8652
7104,3.028571429,G_loss,1.3957
954,3.031746032,D_loss,1.2898
7105,3.031746032,G_loss,0.9855
955,3.034920635,D_loss,0.7908
7106,3.034920635,G_loss,1.8388
956,3.038095238,D_loss,1.3075
7107,3.038095238,G_loss,0.9314
957,3.041269841,D_loss,1.2021
7108,3.041269841,G_loss,1.026
958,3.044444444,D_loss,1.718
7109,3.044444444,G_loss,0.9114
959,3.047619048,D_loss,1.1181
7110,3.047619048,G_loss,1.5735
960,3.050793651,D_loss,1.128
7111,3.050793651,G_loss,1.2243
961,3.053968254,D_loss,1.6421
7112,3.053968254,G_loss,0.8453
962,3.057142857,D_loss,1.1332
7113,3.057142857,G_loss,0.9028
963,3.06031746,D_loss,1.3995
7114,3.06031746,G_loss,0.928
964,3.063492063,D_loss,1.3914
7115,3.063492063,G_loss,0.895
965,3.066666667,D_loss,0.9992
7116,3.066666667,G_loss,1.5159
966,3.06984127,D_loss,1.0726
7117,3.06984127,G_loss,1.1215
967,3.073015873,D_loss,0.9006
7118,3.073015873,G_loss,1.1768
968,3.076190476,D_loss,1.2427
7119,3.076190476,G_loss,1.1523
969,3.079365079,D_loss,1.0828
7120,3.079365079,G_loss,1.3877
970,3.082539683,D_loss,1.2853
7121,3.082539683,G_loss,1.2426
971,3.085714286,D_loss,1.5931
7122,3.085714286,G_loss,0.7495
972,3.088888889,D_loss,1.3101
7123,3.088888889,G_loss,1.0592
973,3.092063492,D_loss,1.5559
7124,3.092063492,G_loss,1.1142
974,3.095238095,D_loss,1.3113
7125,3.095238095,G_loss,0.885
975,3.098412698,D_loss,1.0813
7126,3.098412698,G_loss,1.2714
976,3.101587302,D_loss,1.11
7127,3.101587302,G_loss,1.1926
977,3.104761905,D_loss,1.497
7128,3.104761905,G_loss,0.8246
978,3.107936508,D_loss,1.5154
7129,3.107936508,G_loss,1.0281
979,3.111111111,D_loss,1.4765
7130,3.111111111,G_loss,0.6764
980,3.114285714,D_loss,1.0187
7131,3.114285714,G_loss,1.2253
981,3.117460317,D_loss,1.2605
7132,3.117460317,G_loss,1.0259
982,3.120634921,D_loss,1.2383
7133,3.120634921,G_loss,1.3016
983,3.123809524,D_loss,1.1596
7134,3.123809524,G_loss,0.9793
984,3.126984127,D_loss,1.2451
7135,3.126984127,G_loss,1.0381
985,3.13015873,D_loss,1.0688
7136,3.13015873,G_loss,1.1234
986,3.133333333,D_loss,1.8779
7137,3.133333333,G_loss,0.6014
987,3.136507937,D_loss,1.0848
7138,3.136507937,G_loss,1.2799
988,3.13968254,D_loss,1.2653
7139,3.13968254,G_loss,1.0107
989,3.142857143,D_loss,1.1427
7140,3.142857143,G_loss,0.9846
990,3.146031746,D_loss,0.9404
7141,3.146031746,G_loss,1.1875
991,3.149206349,D_loss,1.2704
7142,3.149206349,G_loss,1.2129
992,3.152380952,D_loss,1.3363
7143,3.152380952,G_loss,1.1301
993,3.155555556,D_loss,1.9207
7144,3.155555556,G_loss,0.9156
994,3.158730159,D_loss,1.0571
7145,3.158730159,G_loss,1.1482
995,3.161904762,D_loss,1.1586
7146,3.161904762,G_loss,0.8309
996,3.165079365,D_loss,1.7831
7147,3.165079365,G_loss,0.7647
997,3.168253968,D_loss,1.1676
7148,3.168253968,G_loss,0.7976
998,3.171428571,D_loss,1.158
7149,3.171428571,G_loss,1.1473
999,3.174603175,D_loss,1.4364
7150,3.174603175,G_loss,1.0191
1000,3.177777778,D_loss,1.0847
7151,3.177777778,G_loss,0.9308
1001,3.180952381,D_loss,1.5211
7152,3.180952381,G_loss,1.0073
1002,3.184126984,D_loss,0.9559
7153,3.184126984,G_loss,1.5383
1003,3.187301587,D_loss,1.1841
7154,3.187301587,G_loss,1.2468
1004,3.19047619,D_loss,1.5406
7155,3.19047619,G_loss,0.8434
1005,3.193650794,D_loss,1.4182
7156,3.193650794,G_loss,0.9811
1006,3.196825397,D_loss,1.4011
7157,3.196825397,G_loss,0.9891
1007,3.2,D_loss,1.4378
7158,3.2,G_loss,1.0978
1008,3.203174603,D_loss,1.3938
7159,3.203174603,G_loss,0.9531
1009,3.206349206,D_loss,1.1251
7160,3.206349206,G_loss,1.0917
1010,3.20952381,D_loss,0.6844
7161,3.20952381,G_loss,1.4909
1011,3.212698413,D_loss,1.2468
7162,3.212698413,G_loss,0.9324
1012,3.215873016,D_loss,1.3568
7163,3.215873016,G_loss,1.0217
1013,3.219047619,D_loss,1.932
7164,3.219047619,G_loss,0.7574
1014,3.222222222,D_loss,1.5468
7165,3.222222222,G_loss,0.8488
1015,3.225396825,D_loss,1.3376
7166,3.225396825,G_loss,1.0493
1016,3.228571429,D_loss,1.2251
7167,3.228571429,G_loss,0.8174
1017,3.231746032,D_loss,1.2283
7168,3.231746032,G_loss,1.069
1018,3.234920635,D_loss,1.2509
7169,3.234920635,G_loss,1.2608
1019,3.238095238,D_loss,0.867
7170,3.238095238,G_loss,1.3064
1020,3.241269841,D_loss,1.2976
7171,3.241269841,G_loss,0.7734
1021,3.244444444,D_loss,1.1968
7172,3.244444444,G_loss,0.9926
1022,3.247619048,D_loss,1.2213
7173,3.247619048,G_loss,1.1596
1023,3.250793651,D_loss,2.4648
7174,3.250793651,G_loss,0.4381
1024,3.253968254,D_loss,1.4903
7175,3.253968254,G_loss,0.9633
1025,3.257142857,D_loss,1.3704
7176,3.257142857,G_loss,0.8232
1026,3.26031746,D_loss,1.0808
7177,3.26031746,G_loss,0.8665
1027,3.263492063,D_loss,1.2261
7178,3.263492063,G_loss,0.9845
1028,3.266666667,D_loss,1.1082
7179,3.266666667,G_loss,1.0937
1029,3.26984127,D_loss,1.1454
7180,3.26984127,G_loss,1.1226
1030,3.273015873,D_loss,1.438
7181,3.273015873,G_loss,0.8307
1031,3.276190476,D_loss,1.2939
7182,3.276190476,G_loss,1.1647
1032,3.279365079,D_loss,1.3064
7183,3.279365079,G_loss,0.9907
1033,3.282539683,D_loss,0.8237
7184,3.282539683,G_loss,1.294
1034,3.285714286,D_loss,1.6575
7185,3.285714286,G_loss,0.8599
1035,3.288888889,D_loss,0.8524
7186,3.288888889,G_loss,1.2124
1036,3.292063492,D_loss,1.4623
7187,3.292063492,G_loss,0.8656
1037,3.295238095,D_loss,1.2591
7188,3.295238095,G_loss,1.0795
1038,3.298412698,D_loss,1.1896
7189,3.298412698,G_loss,1.0334
1039,3.301587302,D_loss,1.0262
7190,3.301587302,G_loss,1.0933
1040,3.304761905,D_loss,1.2583
7191,3.304761905,G_loss,1.0043
1041,3.307936508,D_loss,1.4123
7192,3.307936508,G_loss,0.9301
1042,3.311111111,D_loss,2.091
7193,3.311111111,G_loss,0.8312
1043,3.314285714,D_loss,1.4444
7194,3.314285714,G_loss,0.9101
1044,3.317460317,D_loss,1.3343
7195,3.317460317,G_loss,1.1016
1045,3.320634921,D_loss,1.3746
7196,3.320634921,G_loss,0.9356
1046,3.323809524,D_loss,1.057
7197,3.323809524,G_loss,1.1139
1047,3.326984127,D_loss,1.4148
7198,3.326984127,G_loss,0.9198
1048,3.33015873,D_loss,1.0179
7199,3.33015873,G_loss,1.1474
1049,3.333333333,D_loss,1.3024
7200,3.333333333,G_loss,1.1223
1050,3.336507937,D_loss,1.5439
7201,3.336507937,G_loss,0.9513
1051,3.33968254,D_loss,1.739
7202,3.33968254,G_loss,0.7765
1052,3.342857143,D_loss,1.4418
7203,3.342857143,G_loss,0.7872
1053,3.346031746,D_loss,1.4071
7204,3.346031746,G_loss,1.0555
1054,3.349206349,D_loss,1.4917
7205,3.349206349,G_loss,0.866
1055,3.352380952,D_loss,1.0947
7206,3.352380952,G_loss,1.1704
1056,3.355555556,D_loss,1.4562
7207,3.355555556,G_loss,0.8872
1057,3.358730159,D_loss,1.2807
7208,3.358730159,G_loss,0.6915
1058,3.361904762,D_loss,1.3995
7209,3.361904762,G_loss,0.8576
1059,3.365079365,D_loss,0.9854
7210,3.365079365,G_loss,1.2027
1060,3.368253968,D_loss,1.3993
7211,3.368253968,G_loss,1.1863
1061,3.371428571,D_loss,1.2201
7212,3.371428571,G_loss,1.0291
1062,3.374603175,D_loss,1.5962
7213,3.374603175,G_loss,0.7706
1063,3.377777778,D_loss,1.0208
7214,3.377777778,G_loss,0.904
1064,3.380952381,D_loss,1.2639
7215,3.380952381,G_loss,1.3337
1065,3.384126984,D_loss,1.0213
7216,3.384126984,G_loss,1.3388
1066,3.387301587,D_loss,1.1116
7217,3.387301587,G_loss,1.2969
1067,3.39047619,D_loss,1.0711
7218,3.39047619,G_loss,1.173
1068,3.393650794,D_loss,0.8933
7219,3.393650794,G_loss,1.193
1069,3.396825397,D_loss,1.7639
7220,3.396825397,G_loss,0.8226
1070,3.4,D_loss,1.4689
7221,3.4,G_loss,0.7733
1071,3.403174603,D_loss,1.0974
7222,3.403174603,G_loss,1.2914
1072,3.406349206,D_loss,0.7403
7223,3.406349206,G_loss,1.5575
1073,3.40952381,D_loss,1.4098
7224,3.40952381,G_loss,0.713
1074,3.412698413,D_loss,1.698
7225,3.412698413,G_loss,0.7311
1075,3.415873016,D_loss,1.1381
7226,3.415873016,G_loss,1.0344
1076,3.419047619,D_loss,1.4934
7227,3.419047619,G_loss,0.6776
1077,3.422222222,D_loss,1.7564
7228,3.422222222,G_loss,0.628
1078,3.425396825,D_loss,1.3625
7229,3.425396825,G_loss,0.7972
1079,3.428571429,D_loss,1.0316
7230,3.428571429,G_loss,1.0873
1080,3.431746032,D_loss,1.6489
7231,3.431746032,G_loss,0.8451
1081,3.434920635,D_loss,1.6375
7232,3.434920635,G_loss,1.0416
1082,3.438095238,D_loss,1.4823
7233,3.438095238,G_loss,0.8591
1083,3.441269841,D_loss,1.1505
7234,3.441269841,G_loss,1.1739
1084,3.444444444,D_loss,1.3573
7235,3.444444444,G_loss,0.979
1085,3.447619048,D_loss,1.1921
7236,3.447619048,G_loss,1.1549
1086,3.450793651,D_loss,1.3738
7237,3.450793651,G_loss,0.9312
1087,3.453968254,D_loss,1.975
7238,3.453968254,G_loss,0.8496
1088,3.457142857,D_loss,1.5304
7239,3.457142857,G_loss,0.7258
1089,3.46031746,D_loss,1.5723
7240,3.46031746,G_loss,0.9194
1090,3.463492063,D_loss,1.6075
7241,3.463492063,G_loss,1.1019
1091,3.466666667,D_loss,1.0154
7242,3.466666667,G_loss,1.2461
1092,3.46984127,D_loss,1.3686
7243,3.46984127,G_loss,0.9367
1093,3.473015873,D_loss,0.8538
7244,3.473015873,G_loss,1.4341
1094,3.476190476,D_loss,1.337
7245,3.476190476,G_loss,0.8753
1095,3.479365079,D_loss,1.415
7246,3.479365079,G_loss,0.8015
1096,3.482539683,D_loss,1.3118
7247,3.482539683,G_loss,0.99
1097,3.485714286,D_loss,1.5281
7248,3.485714286,G_loss,0.8045
1098,3.488888889,D_loss,1.1256
7249,3.488888889,G_loss,1.0495
1099,3.492063492,D_loss,1.6544
7250,3.492063492,G_loss,0.9766
1100,3.495238095,D_loss,1.3188
7251,3.495238095,G_loss,0.9903
1101,3.498412698,D_loss,1.0993
7252,3.498412698,G_loss,1.0188
1102,3.501587302,D_loss,1.351
7253,3.501587302,G_loss,0.9812
1103,3.504761905,D_loss,1.2951
7254,3.504761905,G_loss,0.9243
1104,3.507936508,D_loss,1.617
7255,3.507936508,G_loss,0.9243
1105,3.511111111,D_loss,1.5416
7256,3.511111111,G_loss,0.8847
1106,3.514285714,D_loss,1.2809
7257,3.514285714,G_loss,1.1399
1107,3.517460317,D_loss,1.7605
7258,3.517460317,G_loss,0.6789
1108,3.520634921,D_loss,1.4358
7259,3.520634921,G_loss,0.673
1109,3.523809524,D_loss,1.3751
7260,3.523809524,G_loss,1.2397
1110,3.526984127,D_loss,1.7588
7261,3.526984127,G_loss,0.7625
1111,3.53015873,D_loss,1.102
7262,3.53015873,G_loss,1.3039
1112,3.533333333,D_loss,1.0095
7263,3.533333333,G_loss,1.0707
1113,3.536507937,D_loss,1.7477
7264,3.536507937,G_loss,0.7802
1114,3.53968254,D_loss,1.3773
7265,3.53968254,G_loss,0.6823
1115,3.542857143,D_loss,1.3544
7266,3.542857143,G_loss,0.6475
1116,3.546031746,D_loss,1.1181
7267,3.546031746,G_loss,1.2285
1117,3.549206349,D_loss,1.99
7268,3.549206349,G_loss,0.7415
1118,3.552380952,D_loss,0.7638
7269,3.552380952,G_loss,1.377
1119,3.555555556,D_loss,1.3912
7270,3.555555556,G_loss,0.8639
1120,3.558730159,D_loss,1.3674
7271,3.558730159,G_loss,1.0028
1121,3.561904762,D_loss,1.1628
7272,3.561904762,G_loss,1.3095
1122,3.565079365,D_loss,1.3691
7273,3.565079365,G_loss,0.9882
1123,3.568253968,D_loss,1.3
7274,3.568253968,G_loss,0.894
1124,3.571428571,D_loss,1.1933
7275,3.571428571,G_loss,0.9321
1125,3.574603175,D_loss,1.3839
7276,3.574603175,G_loss,1.0885
1126,3.577777778,D_loss,1.3093
7277,3.577777778,G_loss,0.7944
